Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2021-01-09","0.72","5664.74","32.34","11073.92","0.37","8.9","755.92","13575.18","113.0","9006.03","","","","","51.45","82.71","7.93","107.92","","","29.17","932.12","83.6","1338.33","3.46","104.32","124.34","5332.39","29.56","809.56","","","","","","","","","","","","","","","","","",""
"2023-11-12","0.71","7359.55","112.36","15239.86","0.83","23.58","3935.73","44733.39","153.86","10426.65","2.95","247.64","10.2","836.16","69.1","118.07","24.77","395.37","","","","","","","","","116.82","4673.47","37.86","983.13","26.3","1006.98","24.5","1111.85","28.93","734.89","9.65","205.57","0.88","14.99","0.75","25.13","","","","","",""
"2024-06-18","11.37","779403.07","246.44","138322.96","0.7","19.25","4404.62","61051.29","161.51","18231.94","1036.68","23288.43","39.2","4327.16","101.82","171.45","56.87","1648.2","30.73","30253.37","","","","","","","91.52","3775.42","29.74","740.62","61.98","2378.97","70.16","4453.09","44.82","1184.83","19.21","645.68","1.45","19.49","1.2","58.55","0.08","805297.27","0.1","286058.62","0.0","27705.0"
"2023-06-16","8.1","678418.7","187.91","113785.06","0.57","18.84","3119.26","46355.7","152.38","16018.79","92.05","3712.13","14.89","2173.45","100.95","168.71","35.81","813.62","21.27","23756.87","","","","","","","103.66","4291.06","36.13","936.59","33.15","1117.03","33.07","2147.33","41.49","916.57","18.85","441.01","0.98","26.08","1.01","44.54","0.08","725078.5","0.11","294210.81","0.0","21485.0"
"2023-07-16","0.67","6195.25","77.66","13881.29","0.46","13.84","3208.67","38071.82","143.71","9740.79","4.99","253.4","4.32","460.47","97.55","160.35","29.81","483.86","","","","","","","","","103.07","3806.6","28.28","704.18","33.2","1020.72","39.01","1829.78","36.82","780.09","15.24","345.0","0.81","13.57","0.78","19.88","","","","","",""
"2020-08-11","4.76","284861.41","91.87","66477.69","0.92","12.9","578.27","11411.04","86.35","8468.22","52.8","968.03","23.42","2548.4","30.67","54.89","8.2","142.02","24.8","18302.62","","","","","","","114.06","4880.5","40.87","940.91","","","","","","","","","","","","","","","","","",""
"2024-08-01","9.17","688329.52","413.78","192362.0","0.31","12.34","4927.45","86207.47","185.76","26456.62","180.93","9130.34","42.37","5242.58","97.49","180.94","75.04","3083.39","17.94","23706.97","","","","","","","109.35","5211.99","28.41","759.39","31.7","1603.53","44.13","4002.61","29.81","855.89","14.62","663.13","2.22","18.61","1.23","58.54","0.09","723804.5","0.08","261305.65","0.01","33430.27"
"2021-10-20","8.02","468099.67","116.4","91185.41","0.72","18.64","1348.32","24614.57","134.82","11773.9","101.43","2578.47","31.43","3577.44","69.4","105.98","21.54","441.68","32.54","28470.21","","","","","","","104.35","4196.82","29.32","761.22","33.25","1106.33","35.98","1980.5","70.56","1527.86","51.03","803.74","1.31","19.98","5.95","55.06","0.05","564291.38","0.08","167144.07","0.0","23535.0"
"2024-05-04","8.04","209565.42","234.02","93779.85","0.49","14.25","4840.87","77618.21","199.11","22662.18","365.47","9935.38","41.92","6242.29","115.18","194.92","53.48","1442.12","20.28","23918.34","","","","","","","113.73","5299.58","33.93","892.85","30.99","1405.07","27.73","2216.38","29.44","780.79","10.68","369.14","1.42","23.83","1.41","78.9","0.0","9042.57","0.0","0.0","0.0","0.0"
"2023-04-23","0.64","5675.13","64.26","11252.07","0.61","19.42","2770.55","32251.65","132.65","8922.95","1.51","43.06","2.42","195.05","106.15","165.09","23.16","282.47","","","","","","","","","93.36","3413.63","21.62","567.54","33.67","1202.22","29.28","1177.56","38.9","1038.04","14.41","253.73","0.85","17.37","0.79","22.25","","","","","",""
"2022-07-06","7.3","483844.39","177.04","112469.21","0.51","16.13","2093.44","39822.21","159.62","16870.01","128.14","4137.27","33.47","3120.28","85.11","135.14","29.57","546.18","23.95","23220.4","","","","","","","120.11","5277.96","41.03","1135.29","27.61","1017.01","29.87","2257.8","57.25","1143.02","30.39","626.68","2.59","65.47","5.37","165.69","0.06","662526.23","0.08","231465.13","0.01","29245.0"
"2021-08-08","0.35","4625.27","27.7","5483.65","0.44","9.76","1127.74","16658.61","109.12","7042.32","37.48","1158.28","11.93","647.03","62.48","99.08","17.23","219.66","","","32.8","1088.18","73.29","1149.63","4.96","108.46","103.36","4035.22","24.81","610.01","","","","","","","","","","","","","","","","","",""
"2024-06-16","1.07","13278.84","149.11","17618.4","0.7","19.13","4746.27","53975.8","155.11","10820.67","12.05","370.18","7.84","566.43","121.15","197.04","42.38","863.77","","","","","","","","","104.08","4120.71","26.35","636.41","33.01","1150.92","31.13","1202.91","27.17","678.16","8.71","231.5","1.45","17.59","1.0","39.85","","","","","",""
"2023-10-28","2.52","25050.3","131.29","29774.91","0.64","20.94","3510.83","47773.87","143.37","14940.42","66.31","1167.34","44.96","1767.98","112.85","192.96","33.56","693.33","0.0","0.0","","","","","","","95.08","3796.51","25.36","666.16","32.42","1226.02","32.49","1807.62","32.26","800.38","12.11","331.6","0.82","15.27","0.88","34.47","","","","","",""
"2022-04-03","0.64","5538.03","38.1","10243.21","0.42","16.06","1816.66","28996.32","157.35","12065.23","74.51","1957.95","33.94","1892.6","87.82","137.45","20.32","204.48","","","","","","","","","113.13","4779.66","31.58","879.34","26.25","803.94","29.6","1524.82","54.13","1069.05","25.92","407.79","3.19","61.53","10.91","187.49","","","","","",""
"2020-07-01","4.91","417735.95","173.0","96466.52","0.57","9.49","515.18","11611.71","90.45","10474.88","120.04","5953.11","18.49","2498.3","28.76","53.51","5.49","99.45","21.43","19615.57","","","","","","","111.03","5051.52","27.47","685.77","","","","","","","","","","","","","","","","","",""
"2021-06-30","7.97","780897.85","201.69","168161.19","0.75","19.12","1051.95","23855.32","123.07","13835.19","91.55","5822.21","11.75","1756.68","59.84","96.27","16.2","335.71","23.74","22554.48","42.85","2077.24","90.54","1770.83","3.75","58.72","106.94","4695.89","26.87","751.8","","","","","","","","","","","","","0.05","532965.34","0.12","1170809.24","0.0","19760.0"
"2024-08-30","10.54","1034546.09","396.27","237700.62","0.74","19.66","4777.08","71082.16","149.7","22709.2","154.03","11556.65","18.98","3175.2","105.08","187.7","66.76","3940.46","18.96","23231.34","","","","","","","90.21","3854.1","24.9","606.93","31.55","1483.16","41.63","3270.88","26.96","710.11","12.1","496.11","3.26","15.56","1.46","89.35","0.05","778775.09","0.14","1182606.14","0.0","24707.6"
"2024-11-06","9.78","635895.59","286.52","141125.66","0.56","20.42","5294.49","81865.72","148.65","22313.52","228.21","5390.91","25.73","4577.6","115.66","192.64","87.51","4068.65","19.13","22888.29","","","","","","","102.16","4685.89","33.02","859.2","31.92","1717.45","44.34","3756.81","27.56","780.07","11.7","473.11","4.31","17.66","2.04","130.09","0.05","701236.01","0.06","236174.12","0.01","45452.6"
"2024-11-29","11.19","1085009.03","398.44","250472.89","0.68","20.49","5199.23","77537.16","144.02","23205.53","126.98","13399.07","12.79","3694.76","120.94","220.01","78.55","4626.96","18.16","23331.6","","","","","","","87.84","3872.88","25.45","669.17","33.19","1686.05","43.98","3582.62","25.5","726.81","11.24","499.55","4.84","18.03","1.07","51.6","0.07","817366.48","0.3","1449163.48","0.01","47420.0"
"2023-05-13","1.94","19360.55","85.94","24294.41","0.55","20.95","3095.49","44730.46","160.14","14681.78","107.35","2657.14","8.16","525.93","113.63","183.07","32.08","551.57","","","","","","","","","110.62","4736.46","35.76","1027.65","33.13","1145.45","30.15","1389.68","39.95","923.64","15.77","324.94","1.09","27.86","0.96","22.61","","","","","",""
"2020-10-18","","","10.43","3382.56","0.3","5.66","641.64","9860.13","86.78","5338.86","","","","","40.67","71.97","6.42","81.03","","","","","","","","","98.56","3681.76","17.71","426.8","","","","","","","","","","","","","","","","","",""
"2020-09-10","5.16","369509.46","105.52","93675.88","0.46","7.96","646.68","12688.59","97.39","9062.37","74.6","1883.43","99.04","10456.1","36.2","65.47","8.51","143.77","25.64","18741.26","","","","","","","112.97","4753.31","26.41","630.58","","","","","","","","","","","","","","","","","",""
"2021-11-10","6.74","585922.42","133.46","87018.54","0.59","15.1","1403.76","27572.23","136.96","12894.96","195.34","7027.48","96.48","12103.48","70.89","104.23","22.22","420.88","23.72","21554.84","","","","","","","114.38","4869.64","31.27","826.88","23.69","834.17","22.83","1430.35","59.46","1185.31","36.99","632.55","1.34","24.99","4.24","75.11","0.06","688529.51","0.07","200132.07","0.0","12477.0"
"2020-10-16","5.85","384628.11","105.77","83795.94","0.38","8.1","676.8","12787.33","104.89","8830.0","79.13","2770.51","8.79","1378.9","38.96","70.22","8.27","149.28","26.71","21528.68","","","","","","","113.41","4593.07","24.92","637.41","","","","","","","","","","","","","","","","","",""
"2023-01-04","7.83","471603.95","196.49","102193.86","0.25","12.09","2664.12","50171.67","173.58","19098.43","126.66","5149.71","27.9","4031.07","90.84","150.59","33.8","553.04","23.25","23143.05","","","","","","","113.87","5030.44","32.45","947.09","32.8","1242.74","39.33","2884.2","50.76","1095.97","27.47","649.13","0.97","22.88","2.37","57.52","0.05","641673.29","0.07","208971.6","0.0","17750.0"
"2024-07-29","11.77","795229.53","266.38","155912.49","0.76","20.09","4417.18","62312.64","151.79","20191.33","104.91","4987.71","34.1","3820.43","95.01","162.95","56.17","2389.54","29.83","31424.52","","","","","","","84.91","3412.54","25.65","637.29","54.19","2413.02","71.18","4419.45","38.47","1154.24","17.17","637.48","1.48","18.42","1.13","52.38","0.11","846533.62","0.11","314855.35","0.01","29950.0"
"2022-03-18","1.96","50575.81","54.72","35177.16","0.36","10.37","1489.27","18869.04","109.2","7777.11","4.4","502.45","7.82","1215.08","69.46","102.24","16.51","219.14","4.54","5182.13","","","","","","","76.54","2679.4","17.13","424.77","16.33","443.43","23.47","1158.59","36.5","614.54","22.17","338.55","1.9","25.76","10.0","87.87","","","","","",""
"2022-01-06","7.22","469484.24","150.31","103625.59","0.74","22.1","1589.44","30771.67","150.84","14303.39","153.49","7732.9","31.68","3017.36","72.37","115.24","21.45","345.19","25.15","25043.72","","","","","","","113.35","4891.71","45.47","1140.46","22.54","815.18","23.52","2082.31","56.98","1114.81","35.35","617.14","2.45","56.68","7.42","121.19","0.04","653794.92","0.06","160806.77","0.0","22805.0"
"2022-03-23","9.23","584036.71","144.13","118399.41","0.82","25.3","1698.64","29859.79","153.78","14710.78","81.16","6344.55","22.08","1755.12","86.32","131.92","24.51","404.06","28.15","28614.37","","","","","","","102.38","4140.54","31.49","860.71","26.35","931.62","31.61","2067.89","54.92","1083.41","32.07","598.71","2.23","34.76","10.39","92.93","0.05","662293.96","0.08","221391.58","0.01","35090.0"
"2023-04-13","9.54","707958.49","193.85","124620.63","0.52","20.93","3025.41","48837.58","169.75","18284.47","89.52","5048.58","19.07","2429.25","99.03","174.52","37.97","695.74","25.44","29754.44","","","","","","","119.02","5168.19","35.27","1040.86","32.45","1152.92","36.5","2241.94","46.65","1026.38","21.73","502.45","1.04","25.18","1.26","44.98","0.07","756872.18","0.1","267033.12","0.0","35635.0"
"2024-08-05","10.21","747910.84","301.71","142634.84","0.4","14.52","5029.81","87105.05","179.14","24644.9","130.34","4608.58","284.38","28225.84","96.28","163.04","82.64","3353.57","23.06","24220.99","","","","","","","107.81","4900.28","32.98","835.44","53.2","2613.19","67.1","5148.27","42.28","1241.96","18.59","703.32","1.73","17.83","1.25","56.11","0.09","717640.82","0.09","257297.32","0.01","55205.0"
"2024-02-02","9.04","717554.89","258.8","141927.32","0.4","10.51","4334.91","73617.61","196.3","23699.21","133.84","4899.69","140.49","9002.12","110.52","196.29","45.18","1035.05","20.44","25213.08","","","","","","","115.34","5400.73","28.74","823.16","31.67","1451.26","42.8","3939.83","34.31","856.61","15.81","561.74","0.88","17.13","1.28","64.87","0.12","802780.69","0.1","308880.24","0.01","51270.0"
"2021-05-02","0.27","2219.49","27.26","4687.68","0.28","8.24","793.73","13692.47","78.41","6749.53","","","","","33.78","68.51","8.24","97.96","","","22.18","768.6","50.84","729.53","3.59","177.89","61.7","2619.78","15.25","455.6","","","","","","","","","","","","","","","","","",""
"2021-03-22","8.76","571043.16","121.61","109279.09","0.53","16.45","873.17","16846.96","120.84","10978.54","70.17","3779.31","30.66","2832.12","61.45","97.66","13.02","206.96","35.69","30736.33","76.36","2655.31","140.21","2612.84","4.78","181.17","109.96","4475.15","27.1","792.55","","","","","","","","","","","","","","","","","",""
"2021-08-11","6.81","413252.1","133.82","81649.03","0.92","19.51","1218.33","23627.85","133.85","11955.11","74.2","2819.8","20.59","2001.43","64.3","99.52","22.1","389.83","25.73","23046.34","37.9","1645.23","95.71","1792.82","5.23","126.9","121.72","5080.68","54.25","1324.43","","","","","","","","","","","","","0.04","473341.58","0.06","166681.06","0.0","14400.0"
"2024-03-19","11.17","776867.35","252.93","158356.39","0.77","20.91","4186.05","61251.95","178.91","19996.66","131.68","5492.96","8.88","2803.05","104.61","191.83","46.08","1133.33","25.39","29523.51","","","","","","","99.06","4188.27","32.45","841.24","31.15","1264.23","40.63","2767.98","29.78","729.81","13.58","452.75","0.73","15.69","1.31","68.79","0.06","709989.26","0.13","344890.6","0.0","23180.0"
"2022-11-28","10.53","638963.88","173.2","129646.02","0.73","21.97","2359.87","38785.39","151.96","16270.02","71.0","3728.6","63.5","3422.95","96.77","149.64","29.2","542.47","34.24","32620.43","","","","","","","97.17","3852.25","27.78","764.5","52.02","1738.4","52.54","2882.9","67.36","1472.7","37.18","708.65","1.67","33.87","3.28","66.52","0.06","760634.92","0.09","211692.66","0.0","24407.0"
"2023-08-10","8.45","548463.79","215.3","125081.35","0.36","12.5","3547.91","57156.72","169.07","18466.15","227.4","6618.93","144.22","17519.97","95.72","168.69","39.67","984.26","23.91","24543.84","","","","","","","117.58","5079.48","37.05","969.5","32.23","1236.8","38.57","2830.18","41.09","934.82","19.28","530.84","0.84","15.44","1.44","34.07","0.06","640797.68","0.09","221524.88","0.01","79800.0"
"2023-05-04","8.5","622759.07","185.73","125195.21","0.32","14.05","3027.83","55434.84","177.3","20595.47","86.65","5556.83","33.33","4722.31","105.3","171.06","38.39","663.7","22.24","25500.33","","","","","","","113.88","5093.56","33.09","951.14","31.72","1285.89","36.0","2914.83","44.89","992.7","22.24","558.56","0.94","24.78","1.04","37.27","0.12","792319.89","0.09","234902.37","0.01","38280.59"
"2022-11-18","8.44","578798.49","162.81","107954.75","0.53","17.63","2415.23","36774.04","148.95","14349.63","40.7","4721.4","17.39","2403.57","93.45","156.65","33.24","614.64","22.81","23647.91","","","","","","","101.72","4033.72","30.6","824.98","30.85","1915.56","28.91","1525.25","49.58","1022.11","26.04","473.89","1.85","33.79","2.94","61.02","0.07","714951.11","0.12","254544.15","0.0","19870.0"
"2020-08-27","5.05","345737.45","78.46","91501.51","0.71","10.98","544.74","10028.61","82.46","7961.93","64.8","2863.91","15.6","1478.1","34.86","62.11","7.32","149.25","21.36","18211.04","","","","","","","91.66","3640.59","26.03","613.31","","","","","","","","","","","","","","","","","",""
"2023-03-17","9.13","682770.44","193.37","127024.77","0.39","15.68","2737.56","41896.47","156.22","16453.28","87.26","4089.42","9.79","1871.72","102.28","171.47","38.74","660.96","24.08","27010.13","","","","","","","101.87","4172.82","32.7","874.24","32.79","1148.36","38.15","2756.61","43.63","924.73","22.96","474.54","0.97","21.72","1.76","65.22","0.07","747222.62","0.12","281507.95","0.01","37645.0"
"2021-06-20","0.3","2390.86","14.51","4384.25","0.53","12.18","861.58","12949.17","77.76","5128.47","","","","","55.11","88.43","12.03","172.53","","","29.72","862.37","61.96","880.49","3.71","40.68","78.6","2866.11","20.82","541.22","","","","","","","","","","","","","","","","","",""
"2021-04-29","5.83","422971.87","103.27","101987.99","0.52","15.96","823.09","16046.25","94.67","9745.75","158.28","5437.53","8.32","1404.78","49.06","86.8","11.19","175.87","16.39","16756.23","33.79","1622.85","75.81","1342.28","5.72","298.45","85.11","3622.11","19.99","622.09","","","","","","","","","","","","","","","","","",""
"2022-02-06","0.47","3873.26","37.01","7543.85","0.33","11.76","1549.3","23445.48","132.87","8996.76","4.99","146.66","26.44","1872.22","91.1","128.7","19.34","199.42","","","","","","","","","103.81","4158.0","29.17","696.78","25.19","764.59","19.28","840.14","51.35","976.07","25.79","374.04","3.39","62.31","7.59","119.42","","","","","",""
"2020-11-15","","","8.53","2582.82","0.22","4.54","663.59","8643.49","83.66","4720.71","","","","","29.33","44.68","6.26","74.86","","","34.44","800.46","89.84","1164.83","3.18","64.04","85.65","3108.98","16.44","413.42","","","","","","","","","","","","","","","","","",""
"2024-06-28","10.54","1225889.68","368.02","234603.79","0.96","24.75","4527.52","66808.91","164.07","21939.06","170.95","9255.22","71.33","5172.47","108.79","193.96","52.81","1662.42","18.63","24324.17","","","","","","","91.14","3829.5","31.46","786.81","29.47","1268.32","36.15","2623.23","26.49","651.42","11.84","427.77","1.54","16.98","1.1","55.02","0.07","769645.18","0.24","1489608.98","0.0","16300.0"
"2020-10-06","5.77","365257.55","124.68","98705.97","0.39","8.73","663.59","13442.54","109.04","10156.25","54.77","2561.34","35.01","3450.73","36.84","64.74","8.16","127.72","29.82","24322.13","","","","","","","116.17","5107.35","27.75","709.1","","","","","","","","","","","","","","","","","",""
"2021-01-16","4.65","118257.93","65.12","49875.37","0.32","8.08","736.58","13098.51","102.34","7951.18","92.9","3629.28","17.61","1664.6","47.15","71.46","9.82","140.45","23.07","18688.13","13.6","471.72","56.02","855.93","4.41","146.32","110.68","4428.69","24.1","701.67","","","","","","","","","","","","","","","","","",""
"2020-11-17","5.75","445473.04","90.49","84940.71","0.39","8.68","762.78","13038.57","110.24","9056.24","102.07","3555.74","19.36","2055.83","39.7","60.31","10.08","165.49","27.16","21189.67","85.24","2737.64","173.42","3094.37","5.1","110.61","106.58","4439.05","26.5","724.11","","","","","","","","","","","","","","","","","",""
"2022-11-19","6.5","195856.01","104.41","60919.55","0.53","18.09","2435.64","36893.0","150.26","13630.26","81.35","4986.39","6.49","1385.04","100.03","161.72","30.78","532.96","20.6","22008.89","","","","","","","106.16","4242.41","29.02","790.05","30.36","930.42","34.72","1878.2","45.78","954.84","20.5","398.68","2.15","38.26","3.4","63.98","0.0","7933.35","0.0","0.0","0.0","0.0"
"2023-01-15","0.55","4940.23","60.78","9750.53","0.36","12.6","2420.19","30014.56","124.8","8443.29","1.02","106.26","52.82","5618.3","88.83","139.41","26.79","333.01","","","","","","","","","95.83","3574.44","27.54","705.74","27.17","807.88","31.25","1415.18","36.86","741.49","16.85","303.81","0.79","14.05","2.22","19.09","","","","","",""
"2022-10-20","9.75","529686.49","219.33","139804.58","0.8","24.04","2427.04","42218.85","166.55","17374.44","118.4","8517.29","46.09","4449.67","95.74","161.69","32.47","697.15","29.43","28077.32","","","","","","","122.26","5143.27","44.25","1151.2","34.92","1524.68","37.82","2207.71","59.71","1382.04","29.87","634.18","2.24","44.94","3.87","86.83","0.06","742897.24","0.11","290089.1","0.0","33542.5"
"2023-01-13","8.96","614114.39","183.9","126317.85","0.39","15.66","2732.44","43782.2","162.76","16337.78","160.25","9077.17","15.74","2157.47","101.37","163.47","35.84","620.26","23.96","23127.99","","","","","","","122.23","5109.71","37.05","1020.03","34.84","1135.46","36.32","1891.23","51.99","1109.13","24.37","515.44","1.09","23.05","3.55","45.77","0.06","682967.4","0.14","275945.26","0.01","49785.0"
"2022-11-23","7.98","429558.76","154.91","97231.79","0.66","20.91","2411.47","37158.59","149.5","14798.99","53.98","4721.62","6.28","1402.17","91.08","152.73","28.77","545.53","22.73","23613.32","","","","","","","97.99","3819.14","29.74","799.43","30.6","1043.66","34.73","2037.71","46.76","951.72","25.36","491.8","1.67","31.45","3.21","65.7","0.06","738708.17","0.1","223959.08","0.0","24780.0"
"2023-05-28","0.67","6465.7","69.33","12695.74","0.66","19.21","2970.83","33637.03","133.63","9522.65","1.35","178.32","40.75","1413.95","112.28","176.98","24.14","318.57","","","","","","","","","93.16","3416.12","22.65","579.79","38.79","1225.7","33.96","1323.29","39.13","848.47","16.49","286.98","0.98","23.5","0.68","13.66","","","","","",""
"2022-08-02","7.44","491258.5","161.69","106501.61","0.32","10.88","2231.53","42085.99","167.16","17965.86","141.78","5908.96","131.4","7256.32","79.46","131.86","29.44","515.67","23.5","24647.3","","","","","","","118.36","5237.7","25.51","713.57","27.13","971.74","30.44","2088.76","56.86","1111.11","31.67","656.07","2.23","66.88","3.67","146.28","0.07","652864.27","0.11","319878.68","0.0","31375.0"
"2021-07-22","7.66","531412.62","101.65","94698.34","0.62","15.49","822.07","15711.85","100.12","9241.05","118.56","8466.47","39.62","3355.29","57.18","88.07","16.19","329.72","31.07","28414.51","56.88","2341.48","106.32","1870.55","4.55","79.22","89.39","3423.57","27.19","690.99","","","","","","","","","","","","","0.06","518581.61","0.07","241271.32","0.0","14935.0"
"2024-09-08","1.04","14368.04","161.59","17899.76","0.42","13.26","4915.62","56165.45","122.39","11157.35","10.96","403.99","31.45","2425.61","106.59","180.2","66.09","2415.84","","","","","","","","","102.91","4284.87","28.52","676.83","29.31","1209.94","37.85","1920.96","25.15","642.79","9.01","292.37","2.57","14.58","1.08","44.41","","","","","",""
"2023-08-05","6.6","193729.51","187.33","84623.91","0.29","11.23","3562.42","57820.12","165.36","17792.74","105.43","3632.81","202.98","20575.73","100.07","168.54","39.24","858.84","21.39","21972.84","","","","","","","118.63","5209.69","35.27","930.31","32.7","1215.69","35.01","2261.26","39.87","941.43","16.13","466.85","0.98","17.62","1.16","25.06","0.0","8930.2","0.0","0.0","0.0","0.0"
"2020-07-12","","","7.29","2357.11","0.31","4.63","434.05","6282.22","49.4","3658.08","","","","","22.77","48.38","6.01","83.79","","","","","","","","","61.49","2310.0","14.3","317.21","","","","","","","","","","","","","","","","","",""
"2024-01-26","1.36","15888.48","128.92","24429.68","0.6","20.4","3728.82","44870.49","144.57","12514.31","15.53","584.8","3.82","331.51","115.59","192.49","30.77","647.03","0.0","0.0","","","","","","","85.37","3302.97","20.77","547.38","30.95","1329.34","31.2","1688.06","25.77","709.59","10.3","266.98","0.89","18.91","0.83","32.92","","","","","",""
"2024-10-23","11.13","760295.46","285.16","133832.95","0.81","24.13","5197.53","72706.64","144.44","21141.48","97.05","6391.4","10.2","3081.7","110.33","205.37","72.37","3240.42","21.66","25113.67","","","","","","","89.75","3772.69","29.18","753.58","34.07","1701.74","46.25","3381.9","28.16","807.04","11.3","424.77","4.85","16.71","2.13","149.86","0.08","785549.67","0.06","366035.89","0.01","52765.0"
"2021-03-01","9.31","537969.93","248.79","144971.92","0.38","12.45","931.35","20137.82","131.34","13199.46","123.14","5648.5","54.41","5038.91","61.37","99.87","10.84","160.96","42.51","37314.2","70.86","2452.85","144.7","2668.44","3.91","152.78","122.04","5404.69","27.45","843.61","","","","","","","","","","","","","","","","","",""
"2022-08-18","8.54","616253.4","165.03","111740.13","0.54","16.52","2145.22","35365.86","153.0","15094.98","79.45","12014.94","20.13","2853.67","85.3","133.36","31.97","633.5","28.24","25818.75","","","","","","","104.08","4113.82","38.83","975.58","30.81","967.09","30.16","1901.97","56.19","1122.71","29.27","568.82","2.05","34.98","3.61","75.41","0.08","712863.15","0.08","244626.59","0.0","35390.0"
"2022-07-28","7.66","578054.97","136.04","117209.79","0.8","22.73","1971.07","31311.84","149.18","14954.31","86.32","4823.36","57.04","2847.95","84.03","137.54","24.71","482.42","22.05","22199.33","","","","","","","94.78","3587.49","33.45","884.02","20.61","693.33","22.02","1350.91","44.21","827.37","24.18","459.26","1.18","20.47","2.35","60.21","0.06","643782.38","0.09","254809.33","0.01","30430.0"
"2024-02-20","10.79","750981.23","241.65","141815.51","0.56","13.78","4105.95","61793.87","183.27","19746.55","95.56","5570.29","45.59","6474.61","104.78","182.02","44.73","1227.88","27.11","29293.53","","","","","","","97.35","4016.74","27.47","723.75","57.99","2230.15","69.83","4167.24","47.31","1215.94","23.3","681.35","0.95","19.17","1.09","47.96","0.07","746787.0","0.08","247516.87","0.0","11850.0"
"2024-10-18","10.61","770478.85","294.07","168853.04","0.81","24.66","5214.61","68930.91","141.73","19595.42","146.29","6870.11","20.21","4044.31","111.53","203.83","75.45","2625.71","22.19","26709.56","","","","","","","94.1","3932.73","37.03","942.02","33.22","1521.01","42.63","3020.87","27.68","792.89","12.08","384.18","4.45","17.54","2.16","156.53","0.07","708626.66","0.08","329910.86","0.01","38700.0"
"2024-09-29","1.22","16181.33","161.27","21990.54","0.89","22.41","4773.76","50108.87","117.1","11321.58","36.45","828.86","3.47","421.95","111.75","200.53","56.82","2353.78","","","","","","","","","86.63","3225.79","24.63","557.35","32.02","1293.61","48.35","3056.35","24.9","607.61","10.22","359.76","3.17","15.08","1.2","68.02","","","","","",""
"2022-11-20","0.64","5947.61","52.95","9661.96","0.54","16.37","2391.96","30141.8","139.62","8742.04","2.3","160.18","11.1","2164.02","100.77","159.93","25.56","336.21","","","","","","","","","101.56","3670.34","25.99","668.69","32.12","955.28","27.44","938.22","44.26","901.11","18.3","287.57","2.24","38.8","2.92","36.78","","","","","",""
"2023-10-17","9.88","550442.3","207.27","126992.8","0.55","20.09","3678.74","56858.26","157.76","18007.45","125.42","6486.2","17.75","2613.51","99.14","174.52","43.98","1036.82","28.53","29485.83","","","","","","","107.41","4476.35","36.12","924.74","32.02","1244.38","42.0","2608.86","37.53","910.64","17.16","484.38","0.87","14.73","1.09","51.33","0.06","702134.17","0.09","285523.43","0.0","14650.0"
