Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2023-08-16","8.21","211582.66","176.74","101163.88","0.44","13.55","3401.64","50036.67","157.9","16510.65","123.86","3321.27","42.91","3324.39","94.61","150.63","39.88","904.57","24.26","22850.21","","","","","","","104.62","4229.38","34.24","868.33","25.88","886.83","29.54","1843.06","33.41","736.45","13.8","366.54","0.73","13.36","1.22","23.39","","","","","",""
"2023-01-27","10.21","733524.51","169.4","130222.6","0.64","20.36","2528.8","40158.06","142.51","16230.83","86.42","5359.91","27.7","2222.3","100.95","153.55","30.78","559.46","26.93","26446.58","","","","","","","96.43","3830.36","28.77","762.89","42.7","1472.44","43.3","2296.39","53.31","1177.37","27.99","544.24","0.98","22.61","1.87","42.34","0.05","730728.63","0.13","348928.07","0.0","13444.56"
"2021-06-23","6.44","470258.62","100.17","81111.69","0.75","19.28","886.08","16920.82","104.12","9646.56","102.43","3123.6","15.52","1591.88","58.49","91.51","15.23","303.18","22.03","22677.61","40.11","1783.14","84.95","1525.2","3.88","67.69","94.55","3794.24","30.55","931.87","","","","","","","","","","","","","0.04","526859.33","0.09","206723.25","0.0","13720.0"
"2024-01-01","6.54","658143.03","316.66","138663.7","0.3","11.79","4057.51","61548.14","169.95","19258.13","183.45","10977.46","37.35","4334.43","103.04","153.45","36.92","772.35","16.59","18935.48","","","","","","","103.91","4368.89","27.25","729.04","29.23","1108.82","31.38","2340.09","30.47","725.65","11.53","379.95","0.85","12.1","0.88","33.42","0.07","660722.19","0.0","0.0","0.0","15210.0"
"2024-09-09","10.5","811905.7","296.81","142600.91","0.59","20.56","5084.25","79490.57","157.51","22842.64","290.43","6421.59","40.13","4761.82","102.06","171.54","85.04","3486.54","25.92","27701.05","","","","","","","108.09","4851.03","38.07","920.52","51.53","2365.91","62.65","4481.71","40.13","1096.74","16.72","612.3","2.28","14.44","1.37","70.37","0.07","730952.22","0.08","345521.16","0.0","25415.0"
"2021-08-18","7.55","492797.06","131.16","107105.09","0.78","16.69","1141.79","21660.34","122.0","10764.7","36.84","2595.74","17.64","2504.24","64.75","98.83","21.51","414.3","27.29","25170.37","47.66","2638.77","95.72","1790.77","5.54","146.91","107.92","4349.41","34.1","878.33","","","","","","","","","","","","","0.05","540868.29","0.06","193524.82","0.0","15020.0"
"2023-04-24","10.49","674448.95","158.85","117195.27","0.75","25.76","2819.19","44918.84","154.34","17287.59","61.09","8938.57","29.86","2113.18","98.7","158.41","32.32","623.32","32.17","35064.73","","","","","","","99.56","4062.45","30.96","884.18","55.34","2088.86","54.96","3226.01","61.86","1584.25","30.7","636.87","1.0","23.08","1.13","45.92","0.1","788899.05","0.1","278842.79","0.0","21990.0"
"2023-07-19","8.5","541635.61","170.54","110641.72","0.52","16.65","3154.42","47849.7","155.28","16586.09","91.67","4798.27","9.51","1936.77","90.79","156.8","37.03","876.45","21.55","22701.35","","","","","","","97.18","3896.0","34.84","923.79","30.56","1069.12","40.33","3484.57","38.32","861.95","19.23","539.47","0.77","16.49","1.55","47.11","0.09","706045.24","0.1","202620.95","0.01","53205.0"
"2022-01-27","9.09","598564.81","115.91","110878.58","0.93","27.58","1437.6","27360.06","136.4","13688.2","46.53","2870.43","10.23","1852.94","73.71","112.63","20.61","371.95","30.84","28420.57","","","","","","","92.53","3708.91","30.84","815.87","31.56","1119.56","30.54","1844.73","61.15","1222.03","39.48","651.03","2.3","47.32","8.43","68.9","0.05","660082.14","0.07","188781.54","0.0","19950.0"
"2023-12-28","9.94","795644.48","253.5","164104.48","0.49","17.09","3719.0","57227.27","157.47","19951.04","77.64","7743.74","66.59","4530.89","113.58","193.01","37.74","993.4","21.87","25460.08","","","","","","","91.94","3770.7","25.63","683.21","35.33","1425.54","39.56","3034.89","34.37","876.1","14.85","467.01","0.81","16.41","1.18","63.69","0.05","647811.65","0.09","261995.78","0.01","28005.0"
"2024-01-07","1.06","11666.12","130.5","21698.17","0.45","15.42","4021.28","53625.61","147.24","11537.51","1.71","353.33","57.34","5741.98","113.29","193.2","35.13","669.17","0.0","0.0","","","","","","","109.38","4592.88","24.66","676.98","31.42","1182.82","31.97","1787.2","30.95","769.87","11.45","313.8","0.98","15.88","0.9","28.56","","","","","",""
"2021-02-10","7.04","387604.37","147.53","87022.55","0.36","9.89","863.77","17089.0","123.95","10964.25","86.49","2575.34","95.58","11146.6","49.7","82.27","10.93","173.11","31.13","24996.51","40.37","1521.72","102.32","1751.77","4.05","157.86","128.6","5508.88","25.99","751.41","","","","","","","","","","","","","","","","","",""
"2023-12-27","10.44","751281.23","221.73","139731.74","0.5","17.18","3741.96","56459.53","158.35","19423.19","78.63","6686.86","10.9","3334.1","113.65","188.5","37.79","1012.77","27.56","29406.84","","","","","","","94.73","3864.93","26.15","692.42","35.77","1418.25","39.8","2857.54","35.28","876.76","14.44","448.46","0.9","15.52","1.15","64.75","0.05","670276.26","0.1","285514.68","0.0","25390.0"
"2022-11-08","3.87","77495.5","121.15","52175.3","0.36","12.91","2348.78","38528.36","153.46","14330.61","115.03","1887.64","34.46","2887.87","88.52","146.84","33.18","540.31","8.61","8499.71","","","","","","","104.98","4449.44","29.59","827.28","22.5","801.73","34.06","1982.51","38.58","763.66","19.71","415.95","2.02","41.98","3.64","82.33","","","","","",""
"2021-02-15","8.53","412486.82","121.19","101663.29","0.34","10.02","810.95","15853.05","118.89","10559.07","106.9","4872.87","72.28","6633.42","53.96","81.99","12.14","192.69","38.94","31161.58","76.94","2537.62","151.79","2722.04","4.85","150.16","118.05","4850.96","27.77","745.83","","","","","","","","","","","","","","","","","",""
"2024-10-22","10.96","711847.3","274.99","141336.84","0.81","24.16","5105.26","72169.83","143.46","20772.49","137.72","5933.55","26.74","4164.75","107.66","199.37","74.33","3130.84","23.46","27168.44","","","","","","","88.13","3697.36","31.05","805.84","32.72","1609.55","45.95","3439.57","27.12","761.71","11.38","432.39","4.87","16.59","1.98","141.14","0.07","770040.8","0.07","350896.5","0.01","55650.0"
"2020-10-29","6.6","595760.28","153.23","173460.12","0.37","8.49","664.37","13283.1","107.25","10468.61","83.15","5597.88","9.71","1210.45","42.43","72.61","6.85","130.36","23.72","21662.56","","","","","","","105.97","4342.35","21.12","545.52","","","","","","","","","","","","","","","","","",""
"2021-10-15","0.86","12229.54","34.33","17114.3","0.64","15.94","1268.71","18158.34","116.59","7790.85","45.57","828.04","61.35","5023.01","63.21","98.62","16.9","250.33","0.1","128.98","","","","","","","102.48","3865.15","26.08","630.08","19.44","640.67","14.74","535.28","49.53","1062.88","28.24","374.21","1.24","19.2","4.81","42.59","","","","","",""
"2022-10-10","10.35","608029.7","207.73","128015.45","0.47","15.95","2410.02","47027.29","169.16","18487.23","213.03","8529.24","122.05","14798.97","87.42","135.17","37.88","746.06","39.82","34774.59","","","","","","","122.31","5365.11","38.43","1051.76","47.37","1724.28","52.16","3199.8","77.38","1702.06","45.19","911.14","2.39","45.89","3.53","62.73","0.07","765630.05","0.0","0.0","0.0","30165.0"
"2021-01-30","6.59","228651.55","116.81","84576.33","0.41","10.16","778.35","15636.1","125.05","11291.88","54.79","2929.2","9.55","1340.07","52.53","85.17","7.86","122.99","26.28","23714.31","25.11","913.34","75.14","1244.7","3.43","148.76","118.74","5063.38","22.53","625.17","","","","","","","","","","","","","","","","","",""
"2020-06-30","6.14","701509.84","143.17","149509.51","0.43","7.46","505.09","11811.09","83.56","10144.0","120.27","10462.82","20.17","1695.21","28.37","51.53","6.24","135.0","24.23","19341.41","","","","","","","102.06","4410.74","28.09","658.83","","","","","","","","","","","","","","","","","",""
"2021-09-24","7.55","534561.84","114.1","103696.83","0.79","19.31","1236.65","20872.26","133.2","10794.21","80.13","5590.04","11.63","1618.42","65.39","105.56","19.55","419.59","23.21","22205.05","45.56","2262.64","91.53","1618.12","10.1","127.11","98.48","3759.72","29.09","731.76","","","","","","","","","","","","","0.06","541007.09","0.09","214486.32","0.01","34505.0"
"2023-09-12","9.36","597913.08","212.06","119171.12","0.45","14.14","3567.62","57361.62","168.84","18965.12","214.23","4795.18","24.52","2652.87","95.23","163.34","41.76","982.98","29.91","28990.98","","","","","","","114.5","4912.18","41.34","1025.27","31.05","1167.42","37.3","2461.95","37.81","838.75","17.66","482.84","0.94","13.96","1.8","57.32","0.07","730332.02","0.11","265357.58","0.01","25580.0"
"2023-11-03","9.26","554563.8","246.71","133963.55","0.29","14.08","3901.06","65932.18","172.13","21357.5","91.83","4512.99","111.79","7422.87","104.21","189.08","45.25","943.75","21.93","25991.13","","","","","","","113.04","5169.38","29.92","858.59","33.05","1529.61","43.75","3702.08","39.43","995.84","18.11","585.76","0.85","15.5","0.99","42.82","0.06","670642.3","0.09","338716.06","0.01","29265.0"
"2023-02-02","8.23","579472.61","176.89","116752.81","0.3","14.88","2804.49","53349.07","180.3","21152.53","169.12","7312.0","130.36","7575.96","97.99","163.07","35.35","547.13","22.7","25686.67","","","","","","","121.71","5585.43","32.68","972.77","31.15","1224.81","39.86","3485.18","48.67","1056.85","27.6","679.24","0.97","21.47","2.46","51.55","0.09","767854.86","0.13","349575.14","0.01","41376.56"
"2024-08-27","11.43","720596.45","245.15","180427.01","0.7","19.33","4521.45","60871.56","136.88","19186.28","46.04","4557.84","13.12","3296.88","97.64","168.11","60.65","2890.7","29.23","30613.43","","","","","","","81.12","3253.69","25.19","602.05","30.1","1300.85","40.61","2785.44","25.51","638.87","11.01","401.27","2.34","15.15","1.24","76.18","0.07","742648.12","0.13","296447.76","0.0","27462.53"
"2024-05-17","9.48","736851.13","248.96","127338.23","0.63","16.2","4466.52","61499.98","171.63","18280.48","59.08","4402.63","11.12","2604.17","111.45","193.2","51.38","1335.37","19.45","25087.85","","","","","","","95.33","4039.45","27.34","687.95","34.21","1400.69","39.91","2787.12","31.27","811.3","12.93","406.02","1.4","20.9","1.53","85.85","0.09","741055.38","0.09","258673.46","0.0","28370.0"
"2020-10-24","","","16.76","7643.94","0.4","8.66","638.52","10719.74","96.98","7551.62","","","","","41.69","71.89","6.32","98.24","","","","","","","","","108.4","4236.33","23.16","555.86","","","","","","","","","","","","","","","","","",""
"2023-06-23","8.97","671271.44","163.88","119588.33","0.6","19.17","3023.43","45579.36","147.92","15939.39","75.98","5045.53","37.32","2313.11","105.87","178.04","33.22","718.36","20.73","23463.19","","","","","","","97.64","3920.96","27.72","757.09","32.4","1185.51","34.86","2108.38","38.82","887.57","18.0","451.76","0.89","24.94","0.84","29.35","0.07","745526.29","0.1","289071.92","0.0","22735.0"
"2024-03-30","18.76","978860.77","343.62","280437.15","0.82","20.52","4402.7","69087.24","210.89","28079.84","203.69","14606.26","13.42","4865.55","113.65","202.63","43.02","1245.44","31.09","40133.55","","","","","","","106.32","4727.11","28.2","752.4","31.27","1335.14","31.41","2331.67","29.44","818.33","11.25","439.32","0.78","13.58","0.93","27.57","0.0","80168.27","0.0","0.0","0.0","0.0"
"2021-06-21","6.89","464854.26","88.98","86115.86","0.72","18.03","967.74","19694.06","104.23","9869.31","83.57","2779.07","37.04","4201.65","56.04","84.02","17.39","339.33","22.48","19604.57","71.08","2647.26","119.36","2166.33","4.23","61.4","99.35","4049.25","29.51","825.19","","","","","","","","","","","","","0.05","487115.99","0.1","211814.12","0.0","23666.0"
"2021-09-04","5.52","130593.14","109.57","56153.88","0.55","14.08","1237.38","23834.31","133.08","11888.4","17.99","1893.36","21.93","3043.52","68.06","104.09","17.75","321.76","24.09","21699.35","16.46","839.42","57.0","951.67","6.83","121.98","115.61","5052.28","31.15","809.51","","","","","","","","","","","","","0.0","5471.3","","","",""
"2022-06-17","7.66","515252.32","127.99","107130.17","1.43","38.17","1962.92","32304.39","144.8","13587.49","78.48","3328.29","9.71","1627.05","92.97","145.55","29.85","586.98","22.78","24404.3","","","","","","","104.09","4160.18","36.18","965.49","28.33","889.31","27.17","2522.5","55.58","1089.92","30.59","526.74","2.31","40.86","3.76","99.68","0.06","722661.89","0.08","250248.57","0.01","28130.0"
"2024-03-15","11.12","988065.93","288.27","170433.21","0.81","21.91","4366.18","64856.7","182.73","20043.77","278.89","7692.9","119.84","11126.06","110.67","202.75","48.9","1282.11","24.52","29090.77","","","","","","","107.91","4588.05","36.34","906.44","32.65","1337.36","45.0","3150.77","31.22","769.29","14.84","519.5","0.83","18.34","1.44","74.19","0.05","747699.14","0.13","380348.51","0.0","15015.0"
"2020-08-18","5.58","311514.39","93.21","73257.32","0.87","12.76","492.12","8825.77","86.31","8419.76","106.02","2568.16","17.81","1762.01","30.91","53.76","8.05","144.69","27.18","21194.39","","","","","","","101.56","4151.92","31.11","792.91","","","","","","","","","","","","","","","","","",""
"2023-04-14","2.43","43673.65","104.33","37651.41","0.53","21.25","2921.59","41334.68","155.99","14177.82","73.63","1020.0","10.8","1251.89","101.26","176.05","32.35","553.22","","","","","","","","","108.87","4500.16","31.55","914.51","28.7","1008.5","22.09","1094.57","38.25","878.69","15.05","306.57","0.99","25.88","1.15","39.88","","","","","",""
"2023-10-21","7.72","208235.77","181.52","82785.09","0.64","22.04","3777.73","54291.64","155.6","16598.38","99.4","5725.35","18.69","2780.58","117.86","194.12","37.24","796.33","18.82","21475.77","","","","","","","112.49","4586.9","33.05","850.72","33.37","1246.98","30.19","1817.95","34.86","866.12","11.43","309.84","0.94","15.03","0.73","31.41","0.0","11370.5","0.0","0.0","0.0","0.0"
"2023-01-17","7.98","468932.7","145.49","99400.97","0.4","15.67","2490.53","39728.11","144.94","14581.54","67.4","5293.87","25.02","1997.87","94.06","144.41","36.61","667.06","25.52","24134.57","","","","","","","102.07","4095.95","35.78","909.93","30.37","976.04","38.05","2278.68","44.88","942.59","24.36","508.54","0.94","22.53","2.81","63.83","0.05","690850.12","0.22","430382.71","0.0","38840.0"
"2024-06-10","11.82","751293.56","327.41","165183.96","0.66","19.66","4807.16","80323.86","197.27","23458.06","112.2","3970.74","171.83","21852.0","110.33","186.09","62.61","1972.59","32.46","31726.55","","","","","","","115.46","5365.31","35.97","931.58","55.01","2458.48","65.76","4760.69","43.82","1210.91","18.76","624.83","1.23","18.01","1.26","53.12","0.1","822220.39","0.11","283307.71","0.01","24875.0"
"2021-03-13","0.96","8968.41","28.76","12408.49","0.4","12.75","881.74","15106.81","116.28","9176.48","","","","","67.13","104.65","11.93","159.18","","","27.06","891.58","79.33","1350.05","4.71","167.16","121.3","5099.79","26.69","785.11","","","","","","","","","","","","","","","","","",""
"2022-10-02","0.68","6633.09","59.74","12545.3","0.42","15.96","2483.64","39039.52","156.6","13172.42","16.47","518.63","127.41","6233.68","99.51","154.81","26.2","337.95","","","","","","","","","126.7","5396.83","36.66","978.93","28.94","1015.36","38.33","1926.64","48.58","1103.15","24.04","484.74","2.63","65.64","4.07","118.98","","","","","",""
"2023-10-23","6.35","506421.95","171.09","99504.26","0.62","18.92","3456.95","46427.03","143.7","14054.17","137.99","5265.88","31.83","1990.49","98.39","164.42","31.45","690.58","14.88","15170.82","","","","","","","96.33","3625.19","27.92","688.83","55.59","2089.01","56.72","3616.93","50.81","1284.19","20.92","542.51","0.89","15.17","0.75","30.94","0.06","699670.38","0.08","301212.18","0.0","14755.0"
"2023-02-07","8.71","499954.12","232.5","124610.21","0.32","13.8","2802.3","51094.93","170.91","19528.66","103.83","6513.74","73.2","7083.79","98.45","159.53","37.67","662.14","25.76","25917.04","","","","","","","121.18","5367.17","32.83","947.07","31.06","1188.67","36.97","2610.63","47.7","1009.53","24.63","572.97","1.16","25.11","1.93","65.31","0.06","758179.44","0.13","274449.38","0.01","67715.0"
"2024-11-26","11.12","776000.1","276.06","134642.35","0.71","21.36","4952.67","70195.84","132.08","19171.11","216.97","8527.98","17.82","3846.7","115.58","204.71","69.52","3120.56","23.68","27752.12","","","","","","","81.55","3379.7","25.07","657.81","31.19","1501.58","41.52","2981.8","24.38","659.96","10.09","393.79","5.22","18.11","0.88","37.91","0.06","815909.19","0.08","285250.85","0.01","56181.75"
"2021-06-06","0.31","2416.12","22.06","4656.63","0.39","9.41","850.62","13881.64","82.44","6182.58","","","","","43.57","77.89","12.15","159.57","","","25.69","873.28","56.12","812.86","2.99","42.87","77.65","3126.25","21.15","548.33","","","","","","","","","","","","","","","","","",""
"2023-04-09","0.69","6042.38","71.94","12415.83","0.39","14.69","2961.09","38971.53","155.95","11521.73","1.1","145.14","7.61","457.76","108.72","178.08","27.92","336.53","","","","","","","","","105.65","4304.49","28.65","796.9","33.33","1101.77","29.86","1368.29","40.79","859.76","15.71","291.36","1.15","24.67","0.87","19.01","","","","","",""
"2024-04-16","11.0","662599.04","259.9","127491.81","0.8","22.65","4494.11","67012.58","183.98","20598.03","154.76","5809.31","22.23","3800.11","104.81","179.9","52.88","1261.86","28.17","36513.64","","","","","","","106.67","4610.86","35.85","932.4","31.66","1320.85","33.06","2138.76","30.68","812.74","13.42","411.02","1.29","20.54","1.5","81.46","0.07","800513.5","0.1","276444.28","0.01","55365.0"
"2023-06-21","8.39","545609.87","161.95","101215.65","0.64","20.38","3071.31","47664.33","152.8","16600.56","102.79","4117.18","24.53","2860.78","100.6","169.58","35.21","836.16","21.53","23710.54","","","","","","","100.46","4096.78","31.02","830.95","32.22","1155.45","39.14","2414.5","40.04","894.87","18.94","490.6","0.87","22.33","1.15","52.11","0.08","743022.89","0.09","266402.75","0.0","18930.0"
"2020-11-03","6.42","355283.64","121.42","93701.85","0.33","7.87","765.2","15169.76","123.76","11428.34","110.29","5876.93","42.36","2914.02","39.21","70.37","7.94","122.85","31.35","27722.67","45.5","1533.87","121.03","1859.31","4.44","109.92","125.7","5667.5","24.69","697.3","","","","","","","","","","","","","","","","","",""
"2023-06-24","2.02","19781.27","94.93","25218.19","0.59","19.81","3006.31","42935.74","142.32","13664.51","36.66","1373.11","8.31","733.49","112.69","183.71","31.49","618.38","","","","","","","","","99.12","4045.72","26.27","737.36","36.98","1236.89","32.3","1744.54","40.2","908.56","14.32","330.13","0.95","22.97","0.74","24.91","","","","","",""
"2021-06-04","5.59","449171.99","120.99","84235.07","0.57","15.12","908.24","18987.07","104.49","10414.92","85.9","2887.08","28.02","3750.16","45.98","79.86","13.75","211.81","17.56","16422.28","32.89","1459.93","75.38","1327.44","3.27","75.17","93.12","4196.54","30.89","872.42","","","","","","","","","","","","","0.05","524950.2","0.09","260047.46","0.0","22140.0"
"2021-02-24","7.15","452478.41","93.8","88987.88","0.43","11.62","818.77","15108.13","105.89","9727.19","64.63","2918.87","18.89","1428.3","63.54","100.68","10.51","179.27","27.42","24833.17","43.08","1619.08","98.75","1685.44","4.73","189.01","106.25","4166.0","22.16","606.63","","","","","","","","","","","","","","","","","",""
"2022-07-16","5.93","150230.31","102.97","59762.11","0.59","18.39","2013.56","32704.58","144.74","12905.07","130.59","4865.45","10.63","1549.1","89.98","138.57","28.18","529.45","21.49","20498.31","","","","","","","108.29","4360.19","35.67","955.23","35.83","1096.53","32.47","1946.27","59.53","1229.26","30.53","549.64","3.48","59.99","5.75","124.35","0.0","11856.39","0.0","0.0","0.0","0.0"
"2024-11-18","10.61","700882.9","277.76","129811.3","0.69","21.79","5094.88","70983.16","135.49","19014.64","169.63","6923.63","52.56","4837.32","119.76","200.4","81.69","2793.2","21.75","22576.96","","","","","","","90.48","3803.91","30.59","773.1","58.84","2558.02","72.72","4343.65","39.35","1200.21","16.78","561.7","3.28","17.01","2.01","137.04","0.07","805232.71","0.06","298708.75","0.01","31096.51"
"2024-11-05","9.54","672543.71","300.77","148972.64","0.56","21.39","5280.91","85256.12","153.28","22797.14","107.11","4693.81","300.1","31000.52","114.54","184.61","91.8","4549.16","20.68","23392.71","","","","","","","102.91","4831.73","33.66","911.92","31.99","1744.95","37.07","3289.1","26.9","753.9","11.04","416.96","4.24","18.3","1.53","94.85","0.05","718014.53","0.04","225723.17","0.0","26355.0"
"2021-07-15","6.59","552245.15","103.35","99747.94","0.64","16.06","1063.64","21013.1","113.43","10673.83","56.67","2165.03","79.77","6769.82","62.78","97.9","20.04","407.08","24.41","22424.58","41.72","1822.86","91.55","1675.8","3.85","102.54","105.08","4378.25","29.89","801.09","","","","","","","","","","","","","0.05","517306.62","0.08","212696.32","0.01","33830.0"
"2022-06-22","7.42","449794.32","134.02","87381.67","1.48","38.65","1885.5","31969.65","146.12","14450.03","92.36","5771.37","21.53","2188.08","88.42","139.62","27.02","532.42","22.78","22924.2","","","","","","","102.23","3997.52","35.86","931.81","24.45","761.16","31.56","1807.9","51.06","967.57","29.78","506.36","1.85","28.76","3.04","65.97","0.06","746493.3","0.07","245919.43","0.01","26565.0"
"2021-07-20","7.09","456429.17","116.38","89912.31","0.67","17.15","1078.12","20476.24","112.81","10319.91","106.19","2782.87","50.1","3912.31","57.83","88.53","17.65","370.09","25.25","23932.86","42.01","1669.06","89.9","1575.92","4.53","104.17","103.52","4166.93","31.32","796.68","","","","","","","","","","","","","0.05","513320.32","0.07","214749.79","0.01","26180.0"
"2020-07-08","4.75","314249.02","111.47","73250.39","0.61","9.26","509.11","10642.44","77.06","8091.53","50.43","3432.55","30.35","1930.21","26.73","48.84","6.32","104.71","21.41","16771.69","","","","","","","107.32","4702.73","28.59","674.96","","","","","","","","","","","","","","","","","",""
"2023-11-07","10.25","564534.31","309.4","146149.15","0.37","16.29","3932.25","68423.73","172.5","21992.04","282.54","7470.97","82.94","8328.86","101.54","180.66","46.95","1079.24","27.61","28766.96","","","","","","","120.68","5543.58","34.62","993.82","33.99","1581.93","41.86","3513.7","39.98","1043.99","16.85","526.91","0.92","17.46","1.19","59.27","0.06","613597.48","0.08","292006.26","0.0","14465.0"
"2021-10-01","7.76","687406.57","249.08","146778.21","0.62","20.74","1377.7","28370.06","154.92","15076.9","207.25","9521.77","21.6","2727.01","68.76","116.02","18.85","311.49","24.76","24923.83","","","","","","","124.76","5554.77","29.34","856.25","24.01","794.42","24.67","1567.76","60.33","1183.49","44.5","757.53","1.16","19.91","4.6","73.61","0.05","588549.22","0.1","278426.04","0.0","18050.0"
"2021-11-07","0.42","3454.06","31.28","6124.08","0.49","13.13","1309.27","20543.84","116.73","8165.94","2.36","67.1","46.12","3545.73","76.36","95.11","17.51","220.47","","","","","","","","","102.53","4077.01","28.22","737.75","24.92","799.08","17.79","707.78","55.59","1086.29","27.19","371.75","1.62","30.28","3.79","62.52","","","","","",""
"2020-11-13","6.5","381366.53","158.26","104142.29","0.48","10.92","793.01","15237.8","135.73","11329.65","159.1","5249.86","25.21","2005.84","44.09","70.71","8.24","135.09","26.11","22223.71","62.44","2251.12","147.82","2814.37","4.46","91.76","159.49","7105.41","33.56","953.0","","","","","","","","","","","","","","","","","",""
"2024-06-14","9.92","866543.75","247.24","152719.53","0.68","19.71","4705.68","66861.57","178.72","19316.82","98.97","4113.09","17.33","3464.1","112.56","199.49","55.67","1521.76","19.5","23647.1","","","","","","","102.11","4476.11","30.8","788.32","33.59","1374.59","42.01","3177.24","30.52","785.67","13.45","473.66","1.6","18.78","1.31","63.39","0.09","761184.5","0.11","303369.36","0.01","28675.0"
"2022-04-22","8.53","474872.74","140.66","103915.59","0.64","21.06","1841.32","30687.21","149.83","14092.2","163.31","4613.69","38.21","2235.41","90.52","144.11","25.19","415.88","24.68","27340.52","","","","","","","101.39","4118.64","30.05","826.68","29.04","947.15","27.06","1662.13","58.13","1148.84","31.16","503.79","2.49","39.94","5.78","92.58","0.07","665516.05","0.11","243087.23","0.0","22110.0"
"2024-01-29","13.55","860476.82","252.57","170478.98","0.71","22.95","3878.1","61721.4","172.61","21306.86","110.6","5774.95","44.93","3460.32","106.92","178.67","39.86","1095.97","39.14","39377.29","","","","","","","92.76","3876.93","24.86","680.53","62.31","2543.66","68.42","4541.71","47.93","1277.1","21.28","639.69","0.98","20.8","0.91","41.84","0.07","724607.6","0.1","278502.35","0.0","18445.0"
"2024-04-20","8.28","213833.02","195.54","76018.01","0.82","22.94","4447.32","63256.03","167.13","18021.21","130.09","5512.48","48.79","5227.62","117.51","191.6","46.11","1193.21","21.02","26053.4","","","","","","","103.98","4424.22","31.74","863.23","31.73","1248.44","32.05","2030.67","28.12","745.74","10.69","307.52","1.26","21.46","1.24","59.84","0.0","26576.62","0.0","0.0","0.0","0.0"
"2021-11-04","0.94","16800.87","50.33","19741.26","0.78","19.56","1434.81","23307.44","142.56","10181.32","73.42","2071.7","21.72","2796.03","46.36","73.02","12.43","162.32","1.93","2167.48","","","","","","","136.62","5619.9","41.69","1055.97","20.16","658.07","15.95","752.33","52.2","1057.86","25.6","398.95","1.49","27.71","3.46","71.49","","","","","",""
"2024-06-25","10.3","737771.26","240.7","140633.94","0.85","22.24","4445.25","63353.78","164.42","20092.05","148.65","6904.77","41.03","5425.11","105.19","184.96","49.65","1585.18","24.79","28079.15","","","","","","","88.45","3593.18","32.47","804.26","31.56","1367.63","40.61","2970.63","27.26","678.83","12.2","444.03","1.54","15.97","1.3","59.83","0.09","816586.07","0.15","321703.27","0.0","18220.0"
"2024-01-10","9.37","574686.29","286.79","128992.01","0.59","20.3","4126.03","69096.76","180.49","21211.84","392.34","10555.77","158.73","19904.25","103.33","180.67","47.76","1266.24","25.16","24708.24","","","","","","","120.02","5325.69","30.66","825.6","31.66","1342.96","41.09","3151.9","35.62","881.37","15.63","493.12","0.92","17.88","1.25","56.89","0.07","675536.99","0.1","242468.25","0.01","24920.0"
